card_no,holder,cnic,balance,status
6273848217395876,Asad Zafar,13051-2163272-3,4622,ACTIVE
6273849711870313,Usman Ahmed,58227-7783239-3,1278,ACTIVE
6273845123108108,Hassan Bashir,82926-3114343-5,215,ACTIVE
6273843370892615,Farhan Ahmed,49893-1485775-8,284,ACTIVE
6273845632976650,Sana Siddiqui,63675-3924656-6,433,ACTIVE
6273849122867506,Usman Raza,41066-2043273-2,4060,ACTIVE
6273842941096926,Shahid Farooq,89117-6963979-3,2925,ACTIVE
6273848637625905,Ayesha Aslam,81739-2094310-5,2999,ACTIVE
6273843153573342,Nimra Mirza,47688-2577516-6,3253,ACTIVE
6273849917401473,Rabia Ahmed,21789-6846005-4,1390,ACTIVE
6273849220428595,Noor Qureshi,34135-3554267-6,3338,ACTIVE
6273841145569612,Adnan Khan,53306-3252596-9,2049,ACTIVE
6273846078499122,Ahmed Zafar,74066-9970291-2,3631,ACTIVE
6273842329009312,Noor Malik,72605-8754276-3,4890,ACTIVE
6273843177289927,Zainab Hussain,54982-4943992-5,3147,ACTIVE
6273846957211020,Hira Sultan,76214-6483878-7,2410,ACTIVE
6273848209265413,Ayesha Zafar,80784-8105990-5,4737,ACTIVE
6273842852474695,Shahid Mirza,31415-6572002-3,1812,ACTIVE
6273849979656241,Nimra Raza,93121-9889066-5,3058,ACTIVE
6273842452536496,Bilal Siddiqui,98767-2260810-2,2435,ACTIVE
6273847796035747,Umar Aslam,38697-9935355-9,2194,ACTIVE
6273844517250960,Rabia Javed,46991-7454152-8,3977,ACTIVE
6273847849410042,Owais Ahmed,18768-2131949-1,317,ACTIVE
6273847410906435,Rabia Sheikh,86743-5544132-8,720,ACTIVE
6273848696958950,Sana Rashid,78170-8161301-5,2298,ACTIVE
6273847734143985,Junaid Raza,51970-2722469-9,585,ACTIVE
6273848208454599,Farhan Khan,47243-1238055-3,1098,ACTIVE
6273842181968768,Noor Rashid,45661-3372963-8,3351,ACTIVE
6273843026715431,Kashif Aslam,44980-5801071-5,4050,ACTIVE
6273843329466391,Rabia Chaudhry,65640-7437891-7,3787,ACTIVE
6273845406058805,Maryam Nawaz,44000-3309920-5,3433,ACTIVE
6273846655818164,Bilal Farooq,98989-8334249-2,1339,ACTIVE
6273842139523928,Laiba Javed,70008-5344257-9,1291,ACTIVE
6273841422469342,Fatima Javed,37864-5172909-6,3584,ACTIVE
6273846429645581,Farhan Malik,85888-6684709-5,1809,ACTIVE
6273841947180916,Kashif Farooq,51997-4412595-1,4621,ACTIVE
6273849599059999,Owais Qureshi,39557-8515199-6,4349,ACTIVE
6273846779603987,Imran Farooq,81545-2289793-8,605,ACTIVE
6273846972376942,Amna Rashid,49325-1804596-1,127,ACTIVE
6273845795659395,Rabia Iqbal,67983-8933506-2,1776,ACTIVE
6273843690479896,Fatima Nawaz,95137-3317128-9,1106,ACTIVE
6273844185083621,Hassan Ahmed,82063-5993296-2,2221,ACTIVE
6273845049383246,Ayesha Bashir,30438-2462306-3,2712,ACTIVE
6273841966821340,Shahid Nawaz,14143-9264678-5,627,ACTIVE
6273843526849117,Kashif Sheikh,70204-6828746-1,659,ACTIVE
6273846634695715,Junaid Malik,54204-9152426-1,2435,ACTIVE
6273843097942941,Iqra Iqbal,24329-5953090-9,3612,ACTIVE
6273848600084872,Imran Khan,19435-8626491-9,3625,ACTIVE
6273846679159677,Hassan Hussain,19395-1227358-2,4203,ACTIVE
6273842261497091,Ahmed Nawaz,53377-6135998-2,3110,ACTIVE
6273846272626138,Laiba Rashid,51799-4566958-7,1877,ACTIVE
6273846966614534,Ahmed Nawaz,97050-8575245-4,2338,ACTIVE
6273844149182225,Maryam Javed,56927-6225995-8,2150,ACTIVE
6273849939692592,Rabia Chaudhry,61472-6640844-8,2195,ACTIVE
6273842600895932,Usman Farooq,88782-5246118-5,1903,ACTIVE
6273849221958955,Shahid Javed,55073-3251237-6,3538,ACTIVE
6273841881950025,Shahid Ahmed,14945-1572174-6,4307,ACTIVE
6273846029610449,Ahmed Sheikh,93981-5926213-6,4230,ACTIVE
6273844173575688,Sana Aslam,39876-5769677-8,1296,ACTIVE
6273841870003190,Hina Sultan,95065-6820252-8,3191,ACTIVE
6273847672422081,Kashif Iqbal,66797-1844330-2,177,ACTIVE
6273849425491269,Danish Butt,33006-9996678-2,909,ACTIVE
6273841679640540,Tariq Rashid,19496-4135733-9,314,ACTIVE
6273846996636257,Danish Zafar,13112-8938296-9,970,ACTIVE
6273845399218405,Ayesha Zafar,74176-7163246-8,4448,ACTIVE
6273847445530405,Ayesha Rashid,74748-1302468-6,3396,BLOCKED
6273845035830343,Kashif Rashid,41708-4765532-1,921,ACTIVE
6273849578812302,Noor Raza,34306-7325009-6,602,ACTIVE
6273841175582209,Iqra Qureshi,93956-7270857-4,2901,ACTIVE
6273847392584384,Bilal Qureshi,13739-6691370-7,1077,ACTIVE
6273848676061457,Bilal Butt,30510-7850438-4,4073,ACTIVE
6273841300499891,Hira Hussain,10257-6830154-5,4243,ACTIVE
6273844528742381,Rabia Siddiqui,86387-8484098-4,4782,ACTIVE
6273849814240150,Laiba Butt,15970-3630981-7,4839,ACTIVE
6273847091563158,Laiba Rashid,75019-1710770-2,4894,ACTIVE
6273841646802073,Adnan Malik,72222-4909252-2,2462,BLOCKED
6273847149616961,Nimra Farooq,94259-1013783-9,4276,BLOCKED
6273841087090848,Sana Ahmed,50193-4298284-7,2306,ACTIVE
6273849805966131,Owais Hussain,42518-8672350-5,1201,ACTIVE
6273849932028190,Rabia Khan,11561-7187077-6,1147,ACTIVE
6273842405369680,Zainab Malik,49854-9185288-4,4983,ACTIVE
6273842680001294,Tariq Farooq,99393-6882047-8,2528,ACTIVE
6273847771746616,Adnan Nawaz,50834-1874297-8,85,ACTIVE
6273845407808198,Fatima Iqbal,23371-7477169-1,331,ACTIVE
6273849932712337,Zainab Raza,58309-8926001-1,4851,ACTIVE
6273845525193678,Junaid Bashir,29863-1604521-1,2334,ACTIVE
6273846449151085,Junaid Sultan,71763-7710045-2,813,ACTIVE
6273848415538219,Umar Zafar,45018-5368252-9,3328,ACTIVE
6273846821944647,Noor Butt,71093-5869368-3,4798,ACTIVE
6273841225320530,Nimra Hussain,33021-7295479-5,3012,ACTIVE
6273847382241576,Asad Siddiqui,51224-2651466-2,3975,ACTIVE
6273841678726126,Sana Javed,67296-4838477-2,3798,ACTIVE
6273846992477909,Fatima Malik,98758-1068168-6,1969,ACTIVE
6273847007285772,Mehwish Chaudhry,83128-7625669-1,2162,ACTIVE
6273845842593445,Owais Farooq,58492-7143051-3,1534,ACTIVE
6273848953603849,Bilal Butt,15528-1986296-2,3948,ACTIVE
6273841444254986,Mehwish Farooq,70664-2805131-8,3033,ACTIVE
6273846126424253,Farhan Zafar,52385-9123732-1,1388,ACTIVE
6273842291835358,Sana Rashid,61557-8315204-9,2642,ACTIVE
6273845284806638,Laiba Javed,66481-5657382-5,1183,ACTIVE
6273849841331612,Junaid Malik,82862-2683820-9,4638,ACTIVE
6273847647459378,Tariq Farooq,70722-7768282-8,2972,ACTIVE
6273848546756810,Imran Farooq,35710-7059696-3,4031,ACTIVE
6273841153678109,Farhan Butt,73101-8258623-3,1699,ACTIVE
6273849089110484,Ayesha Farooq,52044-5285260-5,4057,ACTIVE
6273843012573451,Iqra Butt,88153-1650486-5,547,ACTIVE
6273842938198964,Sadia Bashir,30081-8802761-6,1436,ACTIVE
6273844229469718,Zainab Hussain,72922-9253398-5,3026,ACTIVE
6273846443759316,Iqra Qureshi,32430-4548699-9,2663,ACTIVE
6273844081748013,Farhan Sultan,76613-2940273-4,2703,ACTIVE
6273843420152119,Danish Raza,36678-4133479-8,2130,ACTIVE
6273849947529154,Umar Hussain,98365-9126037-6,3880,ACTIVE
6273845094665222,Iqra Siddiqui,84997-3198418-6,2114,ACTIVE
6273843456925584,Usman Aslam,50390-4077446-9,3078,ACTIVE
6273841715365062,Mehwish Bashir,37140-8923724-6,4577,ACTIVE
6273848371010260,Tariq Iqbal,86748-5521797-2,2242,ACTIVE
6273847965164372,Maryam Sultan,87909-3445336-8,546,ACTIVE
6273847299991985,Bilal Khan,37351-2299541-1,1357,ACTIVE
6273849102099613,Farhan Aslam,99434-2505290-2,1067,ACTIVE
6273849722395106,Sana Qureshi,19383-1896360-6,1482,ACTIVE
6273844420914559,Owais Siddiqui,24580-2618686-1,306,ACTIVE
6273847645905126,Sadia Malik,39055-7770192-4,943,ACTIVE
6273843690595691,Farhan Hussain,25091-7577252-3,2848,ACTIVE
6273847883974661,Asad Iqbal,92885-2259959-1,4291,ACTIVE
6273847613307384,Sana Iqbal,19393-9524090-9,1318,ACTIVE
6273846421520060,Sadia Bashir,21103-7992190-6,2028,ACTIVE
6273847816641748,Nimra Sultan,61631-6118759-4,3045,ACTIVE
6273847870264463,Danish Nawaz,99417-4278768-6,3290,ACTIVE
6273843234382221,Shahid Farooq,49900-5128492-6,4951,ACTIVE
6273844555673092,Bilal Aslam,39217-5599380-8,821,ACTIVE
6273843220525277,Amna Rashid,81871-6838410-8,3148,ACTIVE
6273841042309565,Noor Sultan,25752-7023157-8,2829,ACTIVE
6273841774029762,Hassan Zafar,50313-9002359-3,1612,ACTIVE
6273844529155554,Fatima Khan,11763-4207495-9,4140,ACTIVE
6273849200945250,Asad Bashir,97829-6889060-8,1647,ACTIVE
6273842922107691,Rabia Hussain,96751-3682290-2,784,ACTIVE
6273846564112473,Laiba Nawaz,61268-7150891-4,1799,ACTIVE
6273848746276603,Owais Raza,11204-6570542-7,4564,ACTIVE
6273841183967635,Owais Nawaz,24452-3514277-3,4255,ACTIVE
6273845662853224,Danish Qureshi,80927-6870002-9,4284,ACTIVE
6273845948713557,Amna Sultan,47536-2433041-8,183,ACTIVE
6273847633932987,Mehwish Raza,80946-9710965-5,3676,ACTIVE
6273848514819052,Rabia Malik,11170-4976641-7,302,ACTIVE
6273848836092579,Nimra Siddiqui,97080-7139682-7,97,ACTIVE
6273846190988123,Danish Raza,48148-9625602-9,2477,ACTIVE
6273841453380583,Owais Aslam,90353-1402789-1,215,ACTIVE
6273848442311155,Laiba Mirza,82373-4861498-7,2269,ACTIVE
6273843742887586,Hira Siddiqui,90862-2616436-8,3570,ACTIVE
6273845017573950,Imran Iqbal,46480-6149111-8,3103,ACTIVE
6273844881226172,Maryam Chaudhry,99279-8320603-3,3671,ACTIVE
6273841588903712,Noor Khan,58328-1448388-7,3052,ACTIVE
6273841718766159,Hassan Raza,27965-8616336-1,3292,ACTIVE
6273841677062002,Farhan Malik,89478-5110031-6,2272,ACTIVE
6273841249803966,Hina Butt,72668-2081658-3,3692,ACTIVE
6273842348230815,Zainab Khan,82973-3345414-3,2546,ACTIVE
6273845560506241,Sadia Sheikh,25981-8316806-6,918,ACTIVE
6273841801871806,Owais Chaudhry,46017-6314560-7,1768,ACTIVE
6273846188921323,Bilal Aslam,14170-8012751-2,1503,ACTIVE
6273841950037021,Bilal Nawaz,82868-2028779-5,132,ACTIVE
6273844515879125,Amna Bashir,33850-3932324-5,3072,ACTIVE
6273846413659227,Tariq Bashir,41371-7750731-6,1117,ACTIVE
6273842190508846,Mehwish Chaudhry,62379-3080583-9,4005,ACTIVE
6273845340512265,Hassan Mirza,76097-8221127-7,1534,ACTIVE
6273849731632253,Ayesha Raza,23432-9341182-8,4787,ACTIVE
6273845271259092,Rabia Butt,76652-4510919-3,4218,ACTIVE
6273843545798883,Hassan Aslam,61370-7955188-9,1244,ACTIVE
6273844872706292,Rabia Siddiqui,89181-8595326-1,3035,ACTIVE
6273841481856005,Amna Sultan,39561-9413034-2,120,ACTIVE
6273845768603299,Owais Butt,14326-2186104-1,3662,ACTIVE
6273848031443259,Kashif Farooq,42411-4842389-3,2438,ACTIVE
6273841711678409,Maryam Butt,42649-2703263-6,4011,ACTIVE
6273847968318231,Asad Iqbal,78628-7375916-9,4942,ACTIVE
6273843502651011,Ahmed Ahmed,91297-4613919-4,3514,ACTIVE
6273842101713169,Sana Malik,95022-1008684-2,3379,ACTIVE
6273848609213784,Nimra Rashid,94640-6928131-1,1958,ACTIVE
6273849664114527,Imran Qureshi,54638-5805591-8,1669,ACTIVE
6273848684810106,Rabia Sultan,32949-1581741-8,1640,ACTIVE
6273847721902177,Shahid Iqbal,37194-5533125-5,4752,ACTIVE
6273847612927373,Mehwish Raza,26177-7672846-4,1328,ACTIVE
6273843656862086,Imran Malik,65763-4954163-7,4902,ACTIVE
6273841926433903,Junaid Nawaz,12113-5187186-7,4590,BLOCKED
6273848509888863,Junaid Mirza,19499-3099819-6,4006,ACTIVE
6273846495311222,Shahid Khan,56902-8389626-1,1943,ACTIVE
6273844279018424,Imran Raza,38334-2036277-9,2146,ACTIVE
6273842950799911,Laiba Butt,18506-7103295-1,2604,ACTIVE
6273849035277602,Nimra Chaudhry,52743-1689245-2,837,ACTIVE
6273841017798898,Bilal Ahmed,61666-8592478-4,1880,ACTIVE
6273846352619577,Usman Qureshi,33274-2327365-3,4833,ACTIVE
6273848907684626,Sadia Ahmed,68023-3560881-2,1007,ACTIVE
6273844738271853,Tariq Iqbal,68952-1014892-7,1534,ACTIVE
6273842687611405,Asad Iqbal,18244-4852268-2,2200,ACTIVE
6273841241553669,Danish Sheikh,43033-5791030-2,2676,ACTIVE
6273844784291229,Sadia Rashid,53474-9366097-1,462,ACTIVE
6273844608173396,Umar Zafar,31604-1993680-9,4833,ACTIVE
6273848593861124,Rabia Qureshi,35608-5326322-4,3360,ACTIVE
6273843700502865,Junaid Chaudhry,65913-9899370-2,456,ACTIVE
6273848442128220,Asad Butt,24413-2676255-9,3697,ACTIVE
6273843160311048,Usman Bashir,23684-4435228-8,2724,ACTIVE
6273845518435435,Zainab Butt,91932-7361174-3,3614,ACTIVE
6273841661142732,Tariq Javed,36319-3581411-3,583,ACTIVE
6273849835621971,Owais Siddiqui,59664-8667637-8,2679,ACTIVE
6273849511733965,Danish Nawaz,77671-1994576-6,3306,ACTIVE
6273845924570618,Maryam Nawaz,49743-6467690-3,4028,ACTIVE
6273844531849179,Tariq Sultan,97027-8877642-3,4492,ACTIVE
6273843852176507,Owais Farooq,96974-9794238-9,1496,ACTIVE
6273849458634912,Tariq Raza,36171-6455424-1,3942,ACTIVE
6273848361542630,Laiba Sheikh,49014-1138075-4,1146,ACTIVE
6273844454719036,Hira Butt,47377-7191994-9,4720,ACTIVE
6273843015295971,Laiba Rashid,52086-9438438-7,3904,ACTIVE
6273849697850589,Maryam Rashid,70573-7706459-9,2052,ACTIVE
6273842424490470,Zainab Ahmed,44672-8670916-2,317,ACTIVE
6273841889290240,Hina Hussain,93590-3191696-6,4939,ACTIVE
6273846313649652,Imran Hussain,75645-3902451-8,1661,ACTIVE
6273846864167037,Nimra Rashid,69977-9230559-7,1021,ACTIVE
6273843990890772,Shahid Sheikh,77901-2305826-9,2287,ACTIVE
6273842876071604,Laiba Sultan,97164-5952704-7,2752,ACTIVE
6273844698846001,Laiba Sheikh,77290-4942554-4,1441,ACTIVE
6273841357840911,Owais Farooq,73136-2363914-8,989,ACTIVE
6273849613955393,Ahmed Chaudhry,22953-3687777-7,51,ACTIVE
6273845843165301,Owais Khan,31577-5354911-8,3394,ACTIVE
6273842908068901,Ahmed Ahmed,96324-3896570-1,4221,ACTIVE
6273845564853161,Maryam Nawaz,20542-9059696-6,3937,ACTIVE
6273844879515141,Owais Mirza,14396-1733704-5,4043,ACTIVE
6273843078401460,Tariq Qureshi,81881-7732081-5,3563,BLOCKED
6273843192869342,Rabia Rashid,63531-4129477-8,2546,ACTIVE
6273847443480830,Shahid Sheikh,96959-9488894-3,609,ACTIVE
6273845921950708,Imran Javed,18118-5522649-7,2556,ACTIVE
6273842962307166,Junaid Sultan,88385-4257325-6,3529,ACTIVE
6273842552929999,Asad Mirza,35327-9627153-2,4716,BLOCKED
6273849984066366,Usman Hussain,10865-6213469-5,276,ACTIVE
6273848760500502,Noor Aslam,52092-1194592-9,4142,BLOCKED
6273843285443271,Imran Zafar,17664-2894865-9,730,ACTIVE
6273844860415587,Sana Zafar,86217-1276143-6,1853,ACTIVE
6273848506508660,Ayesha Khan,40336-5552697-1,2327,ACTIVE
6273842872524862,Ayesha Sultan,19396-5669184-6,4409,ACTIVE
6273841530318007,Junaid Aslam,95253-3393772-8,2550,ACTIVE
6273842287272460,Ayesha Mirza,78093-2682659-4,2372,ACTIVE
6273842058977722,Kashif Farooq,80912-4119953-3,4954,ACTIVE
6273842901737754,Sana Iqbal,86913-5453141-3,741,ACTIVE
6273843519633750,Kashif Javed,89179-6860190-3,336,ACTIVE
6273841151657203,Fatima Bashir,13068-5869664-6,471,BLOCKED
6273846962384058,Noor Aslam,70956-9306481-2,4954,ACTIVE
6273842187784120,Hira Nawaz,61727-3500877-1,1211,ACTIVE
6273845993778072,Adnan Mirza,29763-7687207-2,125,ACTIVE
6273848983253530,Umar Rashid,26802-2388111-7,4249,ACTIVE
6273841690204925,Ahmed Sultan,40110-6536165-5,2468,ACTIVE
6273844550242579,Imran Qureshi,35859-9845887-2,2037,ACTIVE
6273849607656802,Ayesha Rashid,12736-6311182-1,1930,ACTIVE
6273845590547326,Zainab Bashir,97978-8025440-6,679,ACTIVE
6273848059861794,Rabia Rashid,81585-6053038-7,2200,ACTIVE
6273847163406451,Sana Farooq,48180-9036865-7,1459,ACTIVE
6273845266920197,Bilal Malik,74551-2457842-9,749,ACTIVE
6273847605624236,Noor Aslam,19217-3541650-7,4547,ACTIVE
6273847977766354,Farhan Zafar,70659-4876642-2,2006,ACTIVE
6273841114119401,Sana Khan,53948-5451402-3,4566,ACTIVE
6273843115451318,Asad Iqbal,89248-8634683-1,1651,ACTIVE
6273848244281025,Iqra Chaudhry,77830-5459392-1,840,ACTIVE
6273844521692061,Ahmed Iqbal,18391-9392192-8,3535,BLOCKED
6273848211969235,Sadia Farooq,69714-1916598-9,1842,BLOCKED
6273849079405901,Owais Qureshi,87106-3939707-2,4257,ACTIVE
6273845436958321,Umar Raza,49895-1815562-6,328,ACTIVE
6273847102502723,Zainab Iqbal,62768-6178015-6,2714,ACTIVE
6273841186938501,Owais Butt,16265-3678638-7,1630,ACTIVE
6273842023513982,Danish Aslam,15789-2668952-8,4640,ACTIVE
6273843445106283,Sana Malik,87955-7110183-8,2798,ACTIVE
6273843698271673,Sana Malik,60040-5619611-8,4148,ACTIVE
6273849630796766,Farhan Zafar,66318-4051392-3,2646,ACTIVE
6273848515643351,Iqra Ahmed,79810-1593163-9,4286,ACTIVE
6273849780118127,Umar Farooq,41612-3445518-7,4334,ACTIVE
6273847782865037,Ayesha Khan,11862-2564672-7,4546,ACTIVE
6273849759586208,Fatima Zafar,21926-3603752-7,3692,ACTIVE
6273843624977269,Hina Ahmed,20328-4995171-6,2941,ACTIVE
6273844972265571,Hina Sheikh,21631-1553588-4,3719,ACTIVE
6273848996465773,Hira Malik,90114-8564533-3,1470,ACTIVE
6273846594576255,Hina Ahmed,78947-9783671-1,4440,ACTIVE
6273846162706932,Iqra Raza,60493-4918778-7,4696,ACTIVE
6273844096154422,Amna Chaudhry,53787-8750885-9,4772,ACTIVE
6273841470036968,Hira Ahmed,35414-7705232-4,3519,ACTIVE
6273847229888263,Tariq Iqbal,93179-6856861-1,4963,ACTIVE
6273842616305400,Sana Mirza,38749-7217957-5,2700,ACTIVE
6273847148002825,Laiba Khan,85859-6301964-1,2902,ACTIVE
6273841357616647,Fatima Siddiqui,83268-3786128-6,3725,ACTIVE
6273847169615004,Sana Raza,86669-5133005-6,1803,ACTIVE
6273849494545086,Amna Mirza,86528-9673208-7,3266,ACTIVE
6273841334847063,Maryam Nawaz,89074-6589792-5,214,ACTIVE
6273847000404550,Fatima Rashid,55804-4794673-2,4673,ACTIVE
6273843578079265,Hira Butt,40485-8170359-8,4223,ACTIVE
6273843842825370,Shahid Hussain,27622-7356225-1,1152,ACTIVE
6273849520039835,Fatima Chaudhry,23931-1949772-3,4381,ACTIVE
6273846128883765,Mehwish Iqbal,23274-4296617-7,2362,ACTIVE
6273841239923927,Tariq Iqbal,90587-9152385-2,2402,ACTIVE
6273845711368771,Tariq Farooq,20661-2245721-2,536,ACTIVE
6273847646113006,Bilal Malik,55987-6584349-4,1969,ACTIVE
6273845388842796,Asad Butt,19636-6947342-4,1256,ACTIVE
6273843289454602,Sadia Nawaz,54438-6361710-2,367,ACTIVE
6273841083194950,Amna Javed,65166-2262530-6,1335,ACTIVE
6273842707984317,Imran Mirza,21206-9492606-1,2961,ACTIVE
6273849844040958,Amna Zafar,33202-8743405-9,2905,ACTIVE
6273841662423779,Asad Zafar,92956-6070643-5,851,ACTIVE
6273846263536912,Bilal Ahmed,35691-4475212-5,3020,ACTIVE
6273843270001371,Nimra Mirza,55965-7653385-5,3451,ACTIVE
6273842950475015,Sadia Malik,25389-4322980-9,2068,ACTIVE
6273845346669916,Sadia Bashir,69042-1298654-9,784,ACTIVE
6273846165035593,Iqra Khan,84473-4414165-5,4878,ACTIVE
6273843772022113,Hina Ahmed,94768-8938219-8,4815,ACTIVE
6273849979822265,Hira Siddiqui,34425-2255248-2,2774,ACTIVE
6273841913179651,Amna Siddiqui,64733-1919791-1,3736,ACTIVE
6273842541128454,Ayesha Aslam,27919-2713463-3,4072,ACTIVE
6273847301858491,Ahmed Mirza,25903-2057137-7,4208,ACTIVE
6273847827064614,Sana Aslam,38991-2404568-2,2838,ACTIVE
6273847555793188,Sana Iqbal,52691-2934055-4,3000,ACTIVE
6273843699438143,Zainab Aslam,83027-7074133-3,2292,ACTIVE
6273841786505767,Junaid Javed,44322-6866478-6,3489,ACTIVE
6273842361456684,Adnan Rashid,71272-6678128-1,4601,ACTIVE
6273841478665212,Maryam Bashir,29278-4194629-2,4186,ACTIVE
6273842620218972,Tariq Butt,84177-7489083-8,945,BLOCKED
6273847100226766,Sana Javed,21982-3754466-1,2740,ACTIVE
6273848999598382,Maryam Javed,88346-2993471-5,959,ACTIVE
6273846983170980,Ayesha Javed,85750-3235393-4,4539,ACTIVE
6273849429240044,Mehwish Ahmed,29609-5039686-3,1893,ACTIVE
6273848969225291,Umar Sheikh,22812-6621102-1,2747,BLOCKED
6273847814492771,Fatima Bashir,19074-4410037-5,4955,ACTIVE
6273841146530005,Hassan Qureshi,79892-5797083-7,4503,ACTIVE
6273847380361757,Danish Iqbal,29274-1947428-8,4066,BLOCKED
6273848048017987,Adnan Sultan,17647-4449724-1,4483,BLOCKED
6273849495941571,Nimra Ahmed,84424-8933961-7,4008,ACTIVE
6273849800695970,Junaid Aslam,79287-7770724-2,4115,ACTIVE
6273841376077719,Hina Siddiqui,60044-6008631-3,3838,ACTIVE
6273849896860203,Laiba Butt,60807-7969327-8,4069,ACTIVE
6273849760342793,Zainab Butt,74535-3306524-4,1313,ACTIVE
6273841156915456,Mehwish Ahmed,12273-2737012-1,1737,ACTIVE
6273843524832693,Sana Iqbal,70612-4172451-7,2342,ACTIVE
6273842112052218,Hassan Sultan,56439-4220395-7,879,ACTIVE
6273845139541446,Usman Ahmed,24766-3007943-2,1134,ACTIVE
6273842780977130,Maryam Ahmed,36260-9861748-8,216,ACTIVE
6273842236588866,Rabia Nawaz,95991-9585344-8,1664,ACTIVE
6273841871726142,Owais Butt,47761-1526816-3,2580,ACTIVE
6273844643379404,Maryam Aslam,78532-4566417-2,2774,ACTIVE
6273848983095791,Iqra Mirza,65708-9097825-7,4446,ACTIVE
6273845829721993,Rabia Farooq,91492-6216040-5,1913,ACTIVE
6273848931897140,Amna Raza,94922-3043297-7,4289,ACTIVE
6273848534278467,Noor Butt,21715-5352902-1,4550,ACTIVE
6273844532235259,Ahmed Butt,58848-3644137-4,18,ACTIVE
6273845493116582,Amna Siddiqui,89498-4488760-5,4717,ACTIVE
6273843654773397,Nimra Malik,62240-9413881-5,4448,ACTIVE
6273846101405326,Noor Siddiqui,75616-8190438-7,411,ACTIVE
6273848148415278,Bilal Nawaz,99171-4791493-2,3288,ACTIVE
6273849333490617,Umar Raza,91225-4635324-8,3441,ACTIVE
6273843190005386,Tariq Mirza,18033-3858460-1,4164,ACTIVE
6273845274799884,Farhan Malik,66219-6640513-9,3407,ACTIVE
6273846491360040,Mehwish Bashir,81909-2345253-2,116,ACTIVE
6273844999141337,Maryam Hussain,92075-3640622-6,3354,ACTIVE
6273842705047801,Owais Raza,99610-3216316-4,1942,ACTIVE
6273846115957679,Asad Malik,37665-9955196-8,837,ACTIVE
6273848816615373,Fatima Chaudhry,64046-1921901-3,3186,ACTIVE
6273843952516275,Hassan Mirza,72174-9036721-9,2313,ACTIVE
6273848038818565,Usman Zafar,93153-4880887-1,1165,ACTIVE
6273842722569985,Tariq Butt,44490-9065181-5,2895,ACTIVE
6273843539418277,Hira Raza,52404-9992995-1,107,ACTIVE
6273845222149011,Laiba Raza,79073-9521138-3,2093,ACTIVE
6273843000546125,Zainab Sultan,91940-9632886-3,4045,ACTIVE
6273849798967494,Danish Khan,83060-5201320-5,4146,ACTIVE
6273842580126077,Nimra Khan,33266-2339896-1,3989,ACTIVE
6273846793911483,Owais Nawaz,72869-8835512-8,2282,ACTIVE
6273841240484594,Kashif Aslam,55712-7618171-5,2729,ACTIVE
6273848305798005,Laiba Aslam,43958-1462858-9,3352,ACTIVE
6273846684294363,Imran Sheikh,69081-6970290-1,1874,ACTIVE
6273844924436931,Kashif Sultan,46061-9000693-7,3469,ACTIVE
6273846428553684,Hassan Sultan,49933-7175941-9,2720,ACTIVE
6273842123636705,Owais Nawaz,52125-6164770-8,714,ACTIVE
6273845230870035,Noor Javed,75663-7876304-5,3429,ACTIVE
6273844893569118,Ahmed Mirza,16845-1582869-1,2492,ACTIVE
6273842426662999,Shahid Rashid,73442-8829010-2,34,ACTIVE
6273841561051178,Kashif Bashir,88477-4395012-8,1119,ACTIVE
6273841510929878,Rabia Qureshi,40512-2924544-6,890,ACTIVE
6273849285520615,Danish Iqbal,62752-7324273-3,1897,ACTIVE
6273843010932380,Nimra Raza,79559-3717074-7,2808,BLOCKED
6273841777939457,Asad Hussain,72086-2806301-6,4642,ACTIVE
6273841600733394,Zainab Ahmed,36993-4093873-7,1283,ACTIVE
6273842458671735,Amna Chaudhry,51479-6042627-3,159,ACTIVE
6273846520733942,Kashif Khan,68059-7575187-8,410,ACTIVE
6273842880929150,Iqra Hussain,61554-3586187-8,3733,BLOCKED
6273844478881868,Usman Sheikh,75466-8145362-4,2073,ACTIVE
6273849081233695,Umar Ahmed,71433-9137144-2,3605,ACTIVE
6273846725002601,Maryam Qureshi,38416-7656706-1,4222,ACTIVE
6273844217482706,Mehwish Mirza,88264-2290728-3,169,ACTIVE
6273849328866770,Shahid Qureshi,89450-9286573-9,4415,ACTIVE
6273846384029456,Usman Ahmed,54035-3104332-6,1123,ACTIVE
6273843785611987,Rabia Qureshi,59564-9104317-7,4848,ACTIVE
6273841039119757,Hina Mirza,70897-7935800-1,2142,ACTIVE
6273843684993162,Danish Butt,22898-7352662-4,2148,ACTIVE
6273848143048984,Kashif Rashid,46097-6284086-6,4722,ACTIVE
6273847642997321,Nimra Bashir,17044-1699812-7,3740,ACTIVE
6273843134657655,Maryam Ahmed,40607-8317598-2,2324,ACTIVE
6273849261009539,Adnan Khan,16301-9186216-2,4609,ACTIVE
6273845072776095,Asad Iqbal,58956-2062717-8,4184,ACTIVE
6273845982459326,Shahid Ahmed,79839-1192903-3,4361,ACTIVE
6273842829725948,Junaid Hussain,24539-4640499-2,1428,ACTIVE
6273842823459652,Rabia Aslam,84625-6879863-3,3895,ACTIVE
6273843189065803,Hina Ahmed,21070-9090110-3,2308,ACTIVE
6273849611310196,Hassan Javed,34933-7280194-9,1919,ACTIVE
6273848354385199,Imran Malik,76575-1371067-8,4928,ACTIVE
6273844967489188,Sana Hussain,74216-7981674-2,447,ACTIVE
